,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35,PC_36,PC_37,PC_38,PC_39,PC_40,PC_41,PC_42,PC_43,PC_44,PC_45,PC_46,PC_47,PC_48,PC_49,PC_50
DB11359,0.6818513015557106,-3.160062900184598,-0.11388942017457784,-0.8074601382367873,1.032079474565981,1.4621413081777601,-0.20023450271898238,0.7333516413772828,-0.6357521089787964,0.7056781178016882,-0.01650239395605716,0.11279399552005615,-0.41273941762790123,-0.04306195274641948,0.028712751842555288,-0.2589871863960262,0.15035063059904843,-0.08312382646096124,-0.11821696067803225,0.09120288656940312,0.06713660064530327,-0.3113536397261801,-0.029882449412542377,0.3473377979661605,0.04567296034172289,-0.27570378944677404,0.07368216482595988,0.09269857512141398,-0.15848492954250729,-0.12758463412923013,0.2597977875521682,0.07526422865842836,-0.14902381449970956,0.06426418283027069,0.036778309406301765,-0.17760862720525794,0.0914225354578968,-0.1992412270600984,-0.10957782347006526,-0.1424022520567073,-0.043158233884169894,0.003164883459898026,-0.03570127802107136,0.006641039101105212,-0.09253535488238396,0.1177941237997013,0.12167280144900425,0.1461742200277094,-0.015372447613986685,-0.15226737499819282
DB00252,0.21821199747889186,-3.0585670955972546,-1.7834301405455624,1.4445142388217591,0.1814107365849147,-0.07163135807103642,0.27935636863544117,0.11644363721178319,0.7542333168917531,0.09239606126121,-0.511189760559519,0.46397124273001333,0.2159141646779418,0.23888091710573844,0.12542656447990333,-0.2686507150129038,0.5742747702178035,-0.273889640360967,0.32968368468082204,0.07536956161821429,-0.00536628206449223,-0.15990825103455095,0.2514788297972448,-0.09255247571438346,-0.05759505065895064,0.022678100118749343,0.09556591391597549,-0.0888893490544491,-0.12655013855007893,0.009163936083465964,0.037628280515564494,0.1471842681389708,0.08322207722278371,0.016573606743265003,0.03194338777843632,0.006344413600141381,-0.08335517397503242,0.08846461133537621,-0.06801805252821516,0.23720018606349738,-0.05099893408590977,-0.004839229827125693,-0.0575244174066,0.05406599246276801,0.034419686363590024,-0.07184139059630074,0.0024576888294007802,0.09544742946449372,0.17692919867246262,0.016837453853473988
DB01625,-3.440320668203542,0.14196166994863482,1.4498290215095386,2.362234721180428,-0.0963225739130456,0.06820792767002587,0.3732046157396494,-0.27429984056849366,0.15254680906799653,0.4512204510980896,-0.08027826503758066,-0.19492667655232393,0.3943374785776296,0.5432164767474823,-0.12538190968356416,-0.009710839718745513,0.14203771811585297,-0.2095165243857289,0.015011016678382245,-0.013780523563267135,0.09500920680714112,-0.06780154370020836,0.009127062559144151,-0.14609571390705287,0.09600993116327644,0.14389440652058746,0.04071499923582733,-0.01294066001598938,-0.031707457268128826,0.17896223375111378,-0.0637266048026462,0.07829791113212227,0.03383789389769502,-0.02352721255290245,-0.21609808713963935,-0.08543977285495617,0.13700232968535628,0.14732394015315736,0.06346907663964392,0.005855009618577864,-0.05398085088273834,0.09814564972394399,-0.008799750159430441,-0.010407835217095355,-0.05021353175728836,0.05706163768950323,-0.1516051446166545,0.020446108255434282,0.03089207441537845,0.023896621779394174
DB00050,2.9965014584763217,1.6683908940461176,0.1159370356407057,2.585308300450821,1.1847235186376248,-0.7354663413502239,-0.4702146697699193,0.21744945624294426,0.045996265010293864,0.06984890188287964,1.0678296133639225,0.21892717659128247,-0.21902891367981125,0.009182783565020131,-0.41476447441022724,-0.06987222505570162,0.5929126145872503,0.6163159158742122,0.2621754788382556,0.04443708057503097,0.08045240735092336,0.5423236874510928,-0.26166869354311656,0.2046515874371584,-0.07463470742838374,-0.18473813816824647,-0.06300327682521416,0.2672569797888371,0.18727432831753138,-0.3381694218423941,0.0051359035642185545,-0.14038828022844624,-0.013185517521031389,0.04702317286483083,-0.10092683977274051,-0.1141662693414228,0.05351277845950468,0.08984485591994334,-0.08156728733460189,-0.09920393816524861,0.035802397445266546,0.01847181124982091,0.012498700116816917,0.10320510865688369,-0.19609398274362377,0.08221662426148471,-0.011231510364046342,0.01842110677801522,-0.019455035545261682,0.12675602028720354
DB09563,1.1337976047508764,-0.25764862996555,2.76508012172304,-1.5250985427193804,-0.9400436987207987,-0.18323359160874894,0.5512796761096946,0.8333953105288245,0.7549482494862116,-0.05434630509933621,0.24838729622154856,0.08159317870695475,-0.17487102467806143,-0.23770191075611663,0.013839224325585327,-0.046952399945819324,0.17703527388481835,-0.04435309635798672,0.41284188961331664,0.07916399122683333,-0.25998971998203146,-0.17525690809007097,-0.2951106849723508,0.6761514040857023,-0.11576767390615524,0.15150261929342276,-0.05375997722030936,-0.31976175131203377,-0.10103301041058488,0.07024870761774385,0.18232091643236872,-0.19886736174567757,0.2392205315297866,-0.1568273218043789,-0.09424152150835191,-0.2403367277987249,0.5919563827652828,0.13074548764957214,0.2688876714074937,0.09596777249738954,0.26188212495345775,0.48872912816467495,-0.22815364285535683,-0.3371270423105626,0.19036547062422732,0.08700427295792183,0.31192300716879967,-0.1959356330975736,0.15126388700424426,0.051740878363026946
DB08795,-2.5439708429196517,-1.2646236654228913,-0.27246222907062545,-0.9802873331768908,0.2845870326208905,-0.6427512169903363,-0.4073799492594521,-0.7423852788091819,-0.23805231174413852,-0.11776936405835348,0.35697750287025526,1.2565107206250168,0.20111510637463045,0.2912668375952843,-0.12342995466268505,0.07252047100454781,-0.30862298533303395,-0.25943852527244754,-0.3648027607858676,0.34847425030114537,0.17812617552339796,-0.21286268768462885,-0.1633010091385024,0.1715962449437034,0.049543114162679355,0.34990380720793457,-0.002431482049029588,-0.017631393083856618,-0.1414924307296081,-0.14902361397166186,-0.08262894472942964,-0.1797595238103481,-0.1738700019662393,-0.14846591410910012,-0.12358853364726406,-0.24890808028022682,-0.09518086113146414,-0.35044098100701027,0.10281801904235191,0.08709614879021489,-0.09244344335291725,0.38472767425735976,0.3332760216523643,0.23621417466123673,0.02043721339594106,-0.07703810911622916,-0.11675846754101114,-0.00805767023010105,0.06124643309749341,0.0457831127874099
DB00126,3.716620938331631,-0.8305756050151121,0.3696437422338492,-1.4836803506134317,0.42910375330594874,-0.15413352701792465,0.3778624324901546,0.9801450751772286,-0.18687462144850928,-0.019506508902802488,-0.33864169717087333,-0.014658921341688825,-0.20186244685089594,0.28419819289098225,0.024055476421458402,-0.04236367927674852,0.13695292850133725,-0.06248294269749154,0.024571329882011342,0.2969279904955084,0.20355322586688812,-0.0013035514985319206,0.10865852367443674,-0.018892046821365496,0.11489199139730308,-0.003082100933139091,-0.07591893089020024,0.056090009424948385,0.016842669951210157,0.03668737182140847,-0.10306725854446769,-0.0818472774878597,-0.05807378479357196,0.08493192403177108,0.016783144900993738,0.07318678261055278,0.022775608008449594,0.016960514143748107,0.023332554149869095,-0.10447082701809145,-0.039424295396791806,0.03492446623335836,-0.021944206366691893,0.04073773083348642,0.014523556524908296,-0.017065926090677842,-0.03880847795692425,0.042587455834162936,0.029000515434170884,-0.05830640014914623
DB01172,2.311634795342737,3.1121488693524113,-0.9648801448217544,-0.5380527636626588,0.5407915160181138,0.03936757202376726,0.34899196508354724,0.8026373160558866,-0.1421529820962673,-0.7211302805064256,0.3483175586599381,-0.33473153755622276,0.8996072325659027,0.07033174399050124,0.49941130290669317,0.0779295164352551,-0.5436615711827659,-0.14716704936847308,-0.13666618037248543,-0.16935130642563795,-0.03713431750663339,-0.13980310024881096,0.17668065634485158,-0.38186557230866663,0.2614201939530223,-0.09224134799573336,0.13704712586942736,-0.12402024107552875,-0.40647832360163977,-0.43427236321588725,0.290436404168982,-0.02657549951121929,-0.07781393040977519,-0.06377347834244429,-0.16382972164770876,-0.3003976285688865,0.19281321947635205,0.26996767340434125,-0.21737290877524884,0.05306978476179308,0.09212204876923547,-0.13833884016809994,0.033228579306417476,0.039527215573059396,-0.27955840745473504,-0.21768389270332678,0.13269088681633226,-0.008563649993302409,-0.03199449358424512,0.13546671187587242
DB09153,9.915890977615733,0.12000157504613726,-0.5899246712839157,1.2561193062297233,-1.1983302358772687,0.376539085767069,-0.1268872055020817,-0.170461602409338,-0.32072068510999746,-0.17828615227497746,0.1380218244121399,0.225777440395107,0.15196334456354196,-0.11136438939407517,-0.3009644153372904,-0.06128135792721587,-0.2064509600980444,-0.06302330343638259,0.0980770576390169,0.10862023155641065,-0.19279471788162053,-0.19767703110901266,0.11083696821462555,-0.11564815850505089,-0.13021364004007147,-0.03400265732216502,0.02347697166934415,0.10371969785675085,0.019463109054987257,0.057918203425247276,-0.005398834135299013,-0.007087229815086,0.03917699164329203,-0.027449940901886558,-0.094981950037702,0.0735054815806859,0.03131396446924479,-0.04485956818627269,0.09876497059178552,0.02175743518750388,-0.04047912536246141,-0.03676956650780034,0.10504513093757031,-0.09282052072624085,-0.004768753674748155,0.050021402781445914,-0.024055315604174288,0.056032689990702114,-0.03700515579095111,-0.0463980104259908
DB00381,-3.25937858006531,-0.10472024807515581,1.4385691949765365,0.5262055741340351,-0.20830216945717,-0.058109394678127715,-0.4334250259615686,-0.4111438476971212,-0.22506211955336017,-0.13460750697587606,-0.43299398358104585,0.08601344710139824,-0.1786430070762108,0.005580246037056716,0.4029075581658507,-0.3222214384120577,-0.10686258142577452,0.0793025505918641,0.17555428194430214,0.22986284933551362,0.03555029724059519,0.04038958322576195,-0.25687097799494396,-0.33563021315462194,-0.1361869723997677,-0.08878092248786426,0.05626600105629443,0.23120776105812388,-0.4204522650545826,0.17240868904435455,-0.08464818355766568,-0.1622173781261106,0.4100351126645363,0.10443632695099372,0.32870650046271654,-0.24458646082480642,-0.033869864329142484,0.4564680992123664,-0.0358977460500246,-0.17783620348188306,0.08051528805389048,-0.10951832222789296,0.30523378702163967,0.13542779577584932,0.12272662360255354,0.2503473201676695,0.1013589629949166,-0.022855250703114362,0.022378754364657878,0.033750743141638985
DB00302,1.199777498711728,0.843825323849889,-1.0359214872990503,-2.466003358374868,-0.029118732278010824,-0.6684017116837978,0.09041651064333152,-0.1085451783128183,-0.05564691123921245,0.4836308877885707,0.2350619524335693,-0.18778011574043432,0.7995833588093391,-0.2210714808534113,-0.015202017588378003,-0.08513428427007211,0.2640181119652005,-0.008147275666421032,0.19147182891996314,-0.24570308198164859,-0.09758306462038513,0.1287022672316209,-0.22479858003040668,0.16515116832600046,-0.09856456120330212,0.2739861431132197,-0.2073160041395931,-0.03533489493507674,-0.026390932680715993,0.09994855379331098,-0.14862863557833578,0.13594602818938892,-0.16998926476317688,-0.1052026195051539,0.025324768290802938,0.09313732663298921,0.09364230643097238,-0.07507085163823034,0.011558428309767048,-0.19759569561232573,-0.04060272205099659,-0.09133235669061701,0.13873098987808746,0.016632426799530236,-0.01185921398115206,0.04396450980360708,0.12047738426210708,-0.08065874967090857,0.03914232317623821,0.07378954603170104
DB00301,-1.9103607956755853,-0.9259395513094288,-0.3003606198027994,-0.869610966904108,0.21993247993360876,-0.7769319019015097,-0.5494332693069793,-0.6440144515324902,-0.05097241574047606,-0.5870276993918475,-0.18981459120314922,0.7649160970565916,-0.14517084834121874,-0.15458993919343594,-0.07521788563643111,-0.07378668429482539,-0.34658204168103823,0.0338214532766475,-0.4029435665953872,0.22676853267829886,-0.04180091961163748,-0.055962332777615226,-0.2990500450846112,0.0919534979977798,0.2206722341825169,0.3605780665832766,0.02350502163618332,-0.03166735772448605,-0.057817478827114355,-0.11865736209129395,-0.19094920745208702,-0.34992094407695606,-0.15767631927229414,-0.1989117682563442,-0.05979540946024387,-0.1780097918986148,-0.01196127426931162,-0.29524970628097796,0.19128136131291698,0.08568721165448973,-0.009913940495865897,0.3539020201838848,0.38323520324757676,0.25249281172034305,-0.025820908605916095,-0.01473703724360797,-0.1626973184829227,0.0482059998404923,0.03893449058511476,0.09230571663545288
DB00824,1.741739335841978,-1.3622096120241787,0.6893325647067988,-1.2942434438449388,-0.10499226294295848,-0.23625999200864004,-0.5362340524281154,0.15327933988606998,1.0470656283109505,-0.19745270097348785,-0.08112151126449127,-0.22577983842195437,-0.9543352874432323,0.45036243507400087,-0.30174774117871883,0.0324709382744437,0.14585863073211908,-0.2965336272277232,-0.03906628132222667,-0.07981896137388603,0.06674474226890972,-0.07087597733197115,0.4889124247075028,-0.17023085121765597,0.0869011768530934,-0.24293541725244552,0.1670842279915961,0.1717600783460263,-0.18305855537839993,-0.19667017380793267,-0.03547600572641014,0.1635371440805299,-0.12927913405443395,-0.1873019861697921,-0.15633298184895777,0.2746376821137656,-0.09631613617384317,0.125870720218482,0.05834202562288489,0.03512071394984789,-0.17708168071183544,0.09274725374957486,-0.07613069950540421,0.06440211757235292,-0.06067469728786845,0.02253409225342267,0.1101569966711599,-0.09184854168826961,-0.0698789923644281,0.08077849362958668
DB13269,2.6153937942785457,-2.613730913131117,-0.2928830873398057,-0.5795919581392577,0.5606998118045424,1.0620482218435996,-0.28930370862447796,0.4195766446509168,-0.054177184822766546,0.5845115406857203,-0.011103143238624009,-0.07904024474046328,-0.3227201346825794,0.2642601808675142,-0.16601642058095264,-0.19879875895701365,-0.39419152531347446,0.23482350613212175,-0.2134862766027116,0.25445052616959185,-0.1562140370401545,0.4249090351299958,-0.41006263397521947,-0.09287655978879172,0.4925494253753557,-0.23991747480217893,-0.10434564053034079,-0.09624573383574568,-0.1955348316943227,0.09808294803108114,-0.07943947163402561,-0.12374692046696754,0.01205393617468179,-0.08673239836384386,-0.09232060413802952,-0.117341892793563,-0.02736649632580919,0.006451759828802899,-0.032793553179267125,0.1002080936027822,0.11960931430993013,0.08317567779547395,-0.07395773192677972,-0.10474612817234755,0.011761196418463496,0.06653343797593475,0.0008069756976822502,-0.01938594305024957,0.08522619095696235,-0.08574162643648249
DB00169,-0.31906032119621086,4.498157265211219,0.21179357919140473,-0.006613071660553131,0.4092359217554422,0.6768354304809943,0.102501677096943,-0.012464676202633432,0.6296028805706135,0.2922614122139213,-0.19793458539198083,-0.07437600059413647,0.18451105749098975,-0.08450777522432262,0.13186765755957172,-0.18879101176004728,-0.25512311434524954,-0.5444000545937624,-0.004441267410891167,-0.04111934879314329,-0.12756431502019272,0.09877061898871647,-0.13680856490833113,0.15542725307077995,0.020915714223331862,-0.15417467587789602,0.009484231706344824,-0.07025576552912095,0.493157340079694,0.08201622938886467,0.1310036111940838,0.04516048260838637,-0.1596761758760612,-0.1737119147664663,-0.05928311858438147,0.1344710187426677,-0.27379614642663913,0.15700016752166984,-0.02925926183974606,-0.10142914963703449,0.21256694268308987,0.08536378086943053,0.2028173944201599,0.14077752155044204,-0.17206168461831137,0.002919334747551393,-0.03256962031323669,0.1549318123873619,0.20555744554028113,-0.2378921760605956
DB01656,-1.1019931020243332,-1.6828525329775192,-1.128612953135192,-0.5930836389629854,0.4657661790671733,-0.04344524345821167,-0.4040240915993196,0.04704569664871319,-0.27419172014470494,-0.12764872503820018,-0.2534618480893163,-0.32787249090667314,-0.01417611946829564,-0.3822744227030213,-0.06787479174966655,0.12783899370329901,-0.16693103450106386,0.1863679657530719,-0.02882632453324884,-0.17435112554196322,-0.20860484208671942,-0.03024974891277253,-0.4814466339995451,0.05729218164461257,0.030319366639558643,0.1109919581462059,-0.08004359859609687,0.2750075892495518,0.20535514039964528,0.10652246658275606,-0.13893262705104065,0.00045672526590187154,-0.08828969520758624,-0.13980415171113847,0.08198662656687657,-0.025624420191971115,0.021483266148104335,0.06532704170947928,-0.09266921478871974,-0.0007192223953005261,-0.26262983740584844,0.060586929198974265,-0.03276003349345987,-0.025393202087610915,-0.012392565001344093,0.007143615742428723,0.14376808552035225,0.06815932708469094,0.10513718308731256,0.08070543362961582
DB00858,-0.1955875017744144,4.113877337075081,-1.2587810830624888,-1.4842403142529332,-0.04795542241459505,0.9733209677724474,0.8692087765064869,-0.2204763353687851,0.7190763633131773,-0.2953089071729647,0.07006850542418455,-0.04170080027398507,0.15498844803806497,-0.138641054571717,-0.08428280349806093,-0.01253166484931755,-0.06923347961825854,-0.3850444124957946,-0.14400327229764032,0.05834160000979971,0.056164514434234925,0.08198102667806037,0.01232696011572762,0.18142966085586953,0.15079653908364546,0.09920746244885573,0.04118149335064636,0.23714909800359577,0.052702324260364294,-0.22424144186202882,-0.11176310564857436,-0.06887207396468031,0.06746013583358892,0.09732542016809112,0.08949545801622734,-0.12512334539167683,-0.012802776566559329,-0.027672226985127897,0.05485963013973211,0.018835266375087135,0.004384401884243459,-0.05235890950522454,-0.04576434514552055,0.056028133482548995,-0.03621485445908923,0.062397200732067754,0.079182969135411,0.08177659715590634,-0.05288403622226893,0.026378848411551907
DB00188,-3.4794237730376163,-0.7152396260101016,1.415262426167305,0.8879284454973541,0.022352688698543243,0.016443653361867795,0.05276605967881334,-0.5158419838119503,-0.30069336887132114,-0.2847927736637436,0.14746182826164245,-0.103969722934366,0.1333981932045055,0.2502235781516265,-0.07260489368330453,0.03469182205974782,-0.18538431192777222,-0.05914212517409334,0.04236664511991539,-0.006872299934833188,0.1428133898638677,0.24164613379386096,0.046550488805885123,0.00519630223836447,-0.28308129838205576,-0.01110317603210519,-0.0874094734413145,-0.087911655829817,-0.042450340480570954,-0.16120289842055993,-0.03915996132620701,0.019172418659829923,0.07907008435856912,0.009414146878709562,0.05921834180915732,0.023566183778703127,-0.061762198680689495,0.14348066003362903,0.06257145100882451,-0.005585804523836262,-0.11358369813887623,0.08193667889459157,0.05581946255854161,-0.016313427776931108,-0.03707146059996971,-0.11095752807016437,-0.09483940250702744,-0.06082229323437456,0.0016886631489185823,-0.0401797217029389
DB00580,-0.6888173943036066,-3.237121213252919,-1.051197627150734,1.186162339641933,0.4353421364643778,-0.0035715910886925314,0.3738249895769632,-0.1866538193425693,0.7229921847735018,-0.32345706951347386,-0.2192009566324106,-0.21369404027416974,0.5444717731362658,-0.002764685271707379,0.21382993158918423,0.3441384933788428,0.3846546378407541,-0.11590964432278981,0.08373148815973358,0.17424049969499422,-0.09948421341833882,-0.24158401851130956,-0.03319842443909956,-0.0713806439826325,-0.10892065621374142,0.01675159447548701,-0.19976047676828537,-0.18892160101232153,-0.01381481428611636,-0.07643252833150387,0.1418252619954284,-0.09777757721125202,0.040164786597906454,0.24253636570615678,-0.02004997287823173,0.2210732822420608,0.004228539964708997,-0.24484172077720165,0.055224243610927454,-0.01595550199754757,0.14267679992801235,0.07822560273995928,0.05295657791004872,-0.008628614309853865,-0.23245349398991375,0.18739334437862662,-0.05848065958750097,-0.034428430497429593,-0.043221853366066564,0.11336768527093691
DB00542,-4.84990510367897,0.0016528985691517473,0.07102734475291579,0.9731831320440462,-0.10107321515101925,-0.6413411855422534,0.49399843782675046,-0.4569761727535223,-0.29085186778950584,0.1286526542904713,-0.10701187496368052,0.39305512063260906,0.161720185013608,0.430542732043279,0.013350537682109313,-0.2533327565427097,0.07050484319032385,-0.09881275177745756,-0.13289351107793695,0.11472954880089595,-0.06656916427785096,0.01555273093559105,0.09270017069982062,0.0024079606966142565,-0.16738033024226998,-0.022397019212373814,0.020692361945640652,0.12383549096999968,-0.049244504993195444,-0.04319376816306128,-0.20256183034885678,-0.0925438783123851,0.17691952701491326,0.03339478960274782,0.09607987111277823,0.09534081135749174,-0.0014687903287244758,0.15125242655858956,-0.003540402479833617,0.18572654281090475,-0.04520297438594895,0.026686743601184042,-0.0298560128894665,-0.06892080042593163,-0.04452296717373392,-0.03710527943601611,0.009276084829004381,-0.1186663050433524,0.024280952754481753,0.11695585431932205
DB09285,-3.046116081547472,-1.1727066092632574,-1.4965784490172325,-0.020183374091941618,-0.23004094562410532,-0.621972893669858,-0.13388194944398443,-0.12421250648288756,-0.21405248388472523,0.09509307945852317,0.11866537603684096,-0.363468048165887,-0.007993359001996707,-0.13447852955618794,-0.07708498503054576,0.39062504318177677,-0.4771390210434929,0.1946831797969703,0.1380508031750557,-0.3319769396587848,0.04497539235579837,-0.09476475152550384,-0.07731222160224847,0.06761047680719302,0.07102641532158141,0.22389894673237573,-0.15625652927072625,0.13571952682291122,0.245752873232292,0.10636318273167389,0.05383234830373489,-0.1541082708221516,-0.0396004075667136,0.02388409764662092,0.2600892747537059,-0.1256560865098118,0.06924221044491397,0.18817520345916627,-0.05806494518738928,0.05066676621021224,-0.32496069979165365,0.05931681910182137,-0.04764969492393072,0.18958340861852954,-0.026126850947906476,-0.046640000193260985,-0.06194324458924812,-0.08413221791389344,0.03316092723983794,-0.03610240110467934
DB01600,-1.527808876220205,-3.2606712255450128,-0.14165764539844744,-0.08016199559855716,0.9533304271482241,0.07841633462583622,0.6690304854809562,-0.3913849046131721,0.17874558419041742,0.40017132789188137,-0.22892872879115272,0.6004909818163334,0.08993685319371014,-0.20865236332063639,0.035268592850540396,0.15676693015506765,-0.2849236900306137,-0.08311935197965589,0.21772496856774748,-0.2562822568627623,-2.9162914811156626e-05,-0.08255382506863827,0.174230794834753,0.02708528881271495,-0.14520174849553416,-0.16065004597118335,-0.15478860098098024,0.2709650111254836,-0.010688221602754865,0.06385433596802467,0.12593142094465382,-0.0745550898214511,-0.004807194131483793,-0.059558453985969595,-0.24514183013337576,0.036182165912276576,-0.027396432547885027,0.12839661367091554,0.06990952177559454,-0.0859710441340498,-0.036143436506830946,-0.0020185572915750894,0.04309990420548733,-0.0839972846225054,-0.03545856205128242,-0.16865507332847973,0.002333361538734047,0.0026682746528981956,-0.0058563617027874906,0.08090194099129654
DB11490,-1.1428434213492276,0.7489492480724237,-1.9869572496726273,-1.130778378788362,-0.11720950083656885,0.17726597474574982,-0.43843016858254713,0.4921437910742984,-0.8010846771236243,0.3257215045705131,-0.10980057349976473,0.07396493774437309,0.007161411923216992,-0.5993626034820028,0.017608097438182334,-0.15650857779813962,0.37460587075699997,-0.058859588030162516,0.05478472250535589,-0.1308851407299627,0.20966891450057396,0.009282583936008325,-0.03027286092654448,-0.2489294058561854,-0.1114408594581606,-0.37227966791144734,0.06285305154739114,-0.3504066263434584,0.10625525211626603,0.2856689569370012,0.10871994098051033,-0.11037534925660973,0.07461017562133762,-0.011050947064806655,-0.11037080686695422,0.1199931833234986,-0.06756943056345853,0.05232010651125289,-0.10627105253553709,0.24605429209758883,0.11790464395757423,0.28180989677097307,0.159940716610735,0.21723661276508197,0.024713226887203787,-0.11920439798958254,-0.13623796526654283,-0.08864110661509461,-0.08031997035117788,0.05600791812939777
DB06290,-0.8139809343761923,2.612921589295424,-0.7239478221478153,0.9009592044839516,0.7324810246755942,0.21335385409488775,0.006170577069382153,0.01643781218373988,0.03963374433949833,-0.3631813389758562,0.13099014755134505,-0.25521817133918057,-0.4898117511457313,-0.12231982290679422,0.2732712171773312,-0.13948411274520744,-0.13103950228602887,-0.4668415967632323,-0.09906016396840162,0.02963021039075857,-0.14322824682238025,-0.03554426189159317,-0.09423558924665335,0.15453807421438012,-0.17303791315424094,0.07327780119627399,-0.09412152681888139,-0.13806470454774708,0.0737659898130196,0.08392296367559571,-0.030252198023449008,0.00812474107017413,0.01648670794110311,-0.016944669333244344,-0.04318039827182388,0.08180062068307029,-0.023637154728489894,-0.08559792108089508,-0.03897274178388023,-0.0674914894821474,0.04910533728794882,-0.011646322800385675,0.04292036248097842,-0.12633950905483887,-0.01029631050551524,-0.05817531962823825,0.012418273780154586,0.08482972781645061,-0.01937126021227846,-0.007308890759601644
DB00811,2.0662237439684685,-0.2836380194078849,-0.5034949066018876,-1.9816397527631189,0.636033650976111,-0.802884019842186,-0.3542393702360559,0.8794644278737829,-0.2308342137994256,-0.49692666059888396,-0.45274454759409577,-0.40661674655440266,0.7753240170671754,0.6590641139529094,-0.11102224793012187,0.008560144851239147,-0.09838686118800191,-0.06335294989967587,-0.09526125706891013,-0.5041112251279088,0.11331903241626193,0.18037320117713018,-0.14858561368859668,0.06387036827022631,-0.16502979280775792,0.06676327945880506,0.12148430561437187,0.34719866655663917,0.04587753182408965,0.0033092855482852006,0.09780544461239557,-0.058270811763569366,0.25687837501846883,-0.15216574031531066,0.02019943587415674,0.03223780953506768,0.052952148393213,-0.07944902978945372,-0.019335960787426828,-0.08938881616505197,0.008092496515750837,0.14974360848910062,0.13822991543448038,-0.1131970188307217,0.04812494502000382,0.07397808778702997,-0.15681674076310576,0.05946124768715626,-0.049181700479216134,0.02411257491467015
DB00870,-1.3602020956052339,-3.1117896313066806,0.03906638757311987,-0.244280164883491,0.9557974318360813,0.142622337169051,0.5294059403739049,-0.4019532733585623,-0.0016007421295937854,0.3349639989498018,-0.05363226966762732,0.516282293026792,-0.021025749754468838,-0.1943458381426851,-0.14130336547046013,0.288502055729975,-0.35897515167462096,-0.1549491381399141,0.09991716157693119,-0.3127782811367728,-0.10599721433435336,0.009786109329882556,0.10189287889675185,-0.05587628208405537,-0.07728698211451204,-0.13783347041423977,-0.30947655043762995,0.20637586451127823,0.04857908145378708,0.09749019385438164,-0.03558112572292524,-0.0033943530125713425,0.017733157994968204,0.0015390338071665536,-0.2772953389066762,0.0008518805940165661,0.04639169291626977,0.169367371337728,0.016378624460895136,-0.05864171540865751,-0.047783236779220584,-0.014606556997787292,0.04567050308777854,-0.1290801302425215,0.010529928873593424,-0.23895829684438194,-0.05104541898455694,-0.04640975581967755,-0.058463888087000516,0.06250706821126836
DB00152,-0.6277895077127823,-0.9261832394758266,1.6103562997235052,-0.7641068609928856,-0.41967319704825096,0.16722980996790857,-0.4282631338596869,0.1860737003115232,0.2061572841405653,-0.672025627717741,0.3102742416204875,-0.31488017677556746,-0.11596357742506534,0.031015823547184997,-0.2643512270576171,0.12381574878954957,-0.150634048258289,-0.06987428159788972,0.0181988474252109,-0.02253453608599168,0.11608527457132742,0.1255554921490789,-0.14632365483256882,0.2551068646751008,-0.1510008993708347,0.007514326687381321,0.12185182231995288,-0.22014984984071212,0.013558969574646864,0.09339719054417776,0.007058696637536173,-0.041132371053270195,0.14028356468977465,0.09188752166259212,0.05561362910264543,0.05598279139398263,0.07212168853058336,0.004812807668779019,0.10682865723269165,0.03790527864047576,0.12269895674431817,0.09775533310408799,-0.012338834841729483,0.02690575329682581,-0.008700908623793831,0.014331060988107394,-0.04699505941296918,-0.017069891648514468,0.056110499094776584,-0.016782763341079407
DB00725,-3.9594233957389773,0.7787790633501518,-1.2185991247821273,-1.2131516616705682,-0.25376932136868713,0.2025467901193003,0.2678580880129618,-0.0561447146571526,-0.48842749155152065,0.6378709842179429,0.4648654119139394,0.35025402276809375,0.17837464004150191,0.22912801228557877,-0.09119584566055532,0.38937844151787515,-0.20748421351162868,0.08092432337224854,0.18593478336661806,-0.014861245030665781,0.11162379836618723,0.05152184248532832,-0.09785948103390944,-0.08589210842523502,-0.24391637605329772,-0.005077563851678769,-0.08443746606048146,-0.01968510425114587,-0.2759837243267188,-0.16457255590747402,-0.08083879209514507,-0.010343411535820333,-0.14178017620576447,-0.0209666548229408,0.01346525420659926,0.2943170581697784,0.0065881872960476436,-0.015279592571112055,-0.031342170081654706,-0.05884747243775616,0.07259462939040834,-0.022933618446006665,-0.10587377126508474,-0.0750045774219491,0.073519935126255,0.18952784512285517,0.0657480626534104,-0.1353758822065253,0.03437379622072241,-0.28464894225505066
