orig_food_common_name,orig_source_name,orig_content,cas_number
Celery leaves,Luteolin 7-O-(2-apiosyl-6-malonyl)-glucoside,35.819999695,OC[C@@]1(O)CO[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@H]2OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C(O)=C2)[C@@H]1O
Celery leaves,Chrysoeriol 7-O-(6''-malonyl-apiosyl-glucoside),35.550003052,COC1=CC(=CC=C1O)C1=CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](COC(=O)CC(O)=O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1OC[C@](O)(CO)[C@H]1O)C=C2O
Celery seed,Luteolin 7-O-(2-apiosyl-glucoside),632.0,OC[C@H]1O[C@@H](OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC(O)=C(O)C=C2)[C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O)[C@@H]1O
Celery seed,Chrysoeriol 7-O-apiosyl-glucoside,467.0,COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)C=C2O1
Celery seed,Luteolin 7-O-(2-apiosyl-6-malonyl)-glucoside,427.0,OC[C@@]1(O)CO[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@H]2OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C(O)=C2)[C@@H]1O
Celery stalks,Apigenin,5.150000024,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1
Celery stalks,Luteolin,1.375999987,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1
Celery stalks,Bergapten,1.109142865,COC1=C2C=CC(=O)OC2=CC2=C1C=CO2
Celtuce,"Vitamin A, IU",3500.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Celtuce,"Potassium, K",330.0,[K+]
Celtuce,"Vitamin A, RAE",175.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Cereal ready-to-eat,"Sugars, total",9100.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Cereal ready-to-eat,"Phosphorus, P",283.0,P
Cereal ready-to-eat,"Potassium, K",238.0,[K+]
Cereal wafer straws,"Sugars, total",38600.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Cereal wafer straws,"Vitamin A, IU",1612.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Cereal wafer straws,"Vitamin A, RAE",482.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Cereals,Starch,68230.0,OCC1OC(O)C(O)C(O)C1O
Cereals,"Sugars, total",39000.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Cereals,"Potassium, K",568.0,[K+]
Cereals ready to eat,"Sugars, total",39250.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Cereals ready to eat,"Vitamin A, IU",1740.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Cereals ready to eat,"Sodium, Na",648.0,[Na]
Cereals ready-to-eat,Starch,72070.0,OCC1OC(O)C(O)C(O)C1O
Cereals ready-to-eat,"Sugars, total",47000.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Cereals ready-to-eat,"Vitamin A, IU",2586.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Cereza,PHOSPHORUS,67.5,P
Ceylan cinnamon,Caffeic acid,24.200000763000002,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
Ceylan cinnamon,Syringic acid,0.7800000309999999,COC1=CC(=CC(OC)=C1O)C(O)=O
Ceylan cinnamon,p-Coumaric acid,0.550000012,OC(=O)\C=C\C1=CC=C(O)C=C1
Ceylon Cinnamon,EO,4000.0,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
Ceylon Cinnamon,CINNAMALDEHYDE,1800.0,O=C\C=C/C1=CC=CC=C1
Ceylon Cinnamon,POTASSIUM,576.25,[K+]
Champagne,2-S-Glutathionyl caftaric acid,0.42300001200000004,NC(CCC(=O)NC(CSC1=C(\C=C\C(=O)OC(C(O)C(O)=O)C(O)=O)C=CC(O)=C1O)C(=O)NCC(O)=O)C(O)=O
Champagne,(+)-Catechin,0.203000003,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1
Champagne,Caffeic acid,0.16525,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
Chard,"Vitamin A, IU",6124.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Chard,"Sugars, total",1100.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Chard,"Potassium, K",549.0,[K+]
Charr,Sodium (Na),2340.0,[Na]
Charr,Potassium (K),460.0,[K+]
Chayote,GLYCOLIPIDS,2375.5,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](COP(=O)(O)OCC[N+](C)(C)C)NC=O
Chayote,POTASSIUM,2249.5,[K+]
Chayote,"Sugars, total",1660.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Chayote fruit,Potassium (K),125.0,[K+]
Chayote fruit,Glutamic acid,120.0,N[C@@H](CCC(O)=O)C(O)=O
Chayote fruit,Aspartic acid,92.0,N[C@@H](CC(O)=O)C(O)=O
Cheese,Lactose,33100.0,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
Cheese,"Sugars, total",33100.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Cheese,"C18:1, n-9",9790.0,CCCCCCCC\C=C\CCCCCCCC(O)=O
Cheese fondue,Glutamic acid,2562.0,N[C@@H](CCC(O)=O)C(O)=O
Cheese fondue,Proline,1656.0,OC(=O)[C@@H]1CCCN1
Cheese fondue,Leucine,1328.0,CC(C)CC(N)C(O)=O
Cheese food,"18:2 n-6 c,c",6499.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Cheese food,"Sugars, total",5590.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Cheese food,Lactose,5410.0,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
Cheese product,"Sugars, total",8020.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Cheese product,Lactose,6430.0,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
Cheese product,"Sodium, Na",1587.0,[Na]
Cheese puffs and twists,"Sugars, total",7290.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Cheese puffs and twists,"Sodium, Na",847.0,[Na]
Cheese puffs and twists,"Calcium, Ca",357.0,[Ca++]
Cheese sauce,Glutamic acid,2214.0,N[C@@H](CCC(O)=O)C(O)=O
Cheese sauce,Proline,1021.0,OC(=O)[C@@H]1CCCN1
Cheese sauce,Leucine,902.0,CC(C)CC(N)C(O)=O
Cheese spread,"Sugars, total",7320.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Cheese spread,Glutamic acid,3475.0,N[C@@H](CCC(O)=O)C(O)=O
Cheese spread,Proline,2320.0,OC(=O)[C@@H]1CCCN1
Cheese substitute,"Sugars, total",23670.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Cheese substitute,Glutamic acid,2172.0,N[C@@H](CCC(O)=O)C(O)=O
Cheese substitute,"Vitamin A, IU",1457.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Cheesecake commercially prepared,"Sugars, total",21800.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Cheesecake commercially prepared,Glutamic acid,1022.0,N[C@@H](CCC(O)=O)C(O)=O
Cheesecake commercially prepared,"Vitamin A, IU",547.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Cheesecake prepared from mix,Glutamic acid,1325.0,N[C@@H](CCC(O)=O)C(O)=O
Cheesecake prepared from mix,Proline,519.0,OC(=O)[C@@H]1CCCN1
Cheesecake prepared from mix,Leucine,468.0,CC(C)CC(N)C(O)=O
Cheesefurter,Glutamic acid,2350.0,N[C@@H](CCC(O)=O)C(O)=O
Cheesefurter,"Sugars, total",1510.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Cheesefurter,Aspartic acid,1240.0,N[C@@H](CC(O)=O)C(O)=O
Cherimoya,"Sugars, total",12870.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Cherimoya,SUGARS,11900.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Cherimoya,OLEIC-ACID,10875.0,CCCCCCCC\C=C\CCCCCCCC(O)=O
Cherries,"Sugars, total",22170.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Cherries,"Vitamin A, IU",237.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Cherries,"Potassium, K",148.0,[K+]
Cherry,"Carbohydrates, added sugar (sucrose)",31000.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Cherry,"Sugars, total",11700.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Cherry,Glucose,6100.0,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
Cherry juice,"Carbohydrates, added sugar (sucrose)",40000.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Cherry juice,"Sugars, total",8500.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Cherry juice,Aspartic acid,270.0,N[C@@H](CC(O)=O)C(O)=O
Chervil,LINOLEIC-ACID,6890.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Chervil,PETROSELINIC-ACID,5330.0,CCCCCCCCCCC\C=C/CCCCC(O)=O
Chervil,POTASSIUM,4930.0,[K+]
Chestnut,Starch (dextrins and glycogen),26900.0,OCC1OC(O)C(O)C(O)C1O
Chestnut,"Sugars, total",7000.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Chestnut,"C18:1, n-9",884.0,CCCCCCCC\C=C\CCCCCCCC(O)=O
Chewing gum,"Carbohydrates, added sugar (sucrose)",68000.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Chewing gum,"Sugars, total",68000.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Chewing gum,Sucrose,62400.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Chicken,"C18:1, n-9",5700.0,CCCCCCCC\C=C\CCCCCCCC(O)=O
Chicken,"C18:2, n-6",3000.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Chicken,Sodium (Na),999.0,[Na]
Chicken pot pie,Starch,14800.0,OCC1OC(O)C(O)C(O)C1O
Chicken pot pie,"Sugars, total",3810.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Chicken pot pie,Maltose,1830.0,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
Chicken roll,Glutamic acid,2811.0,N[C@@H](CCC(O)=O)C(O)=O
Chicken roll,Aspartic acid,1739.0,N[C@@H](CC(O)=O)C(O)=O
Chicken roll,Lysine,1549.0,NCCCC[C@H](N)C(O)=O
Chicken spread,Glutamic acid,2586.0,N[C@@H](CCC(O)=O)C(O)=O
Chicken spread,Aspartic acid,1580.0,N[C@@H](CC(O)=O)C(O)=O
Chicken spread,Lysine,1438.0,NCCCC[C@H](N)C(O)=O
Chickory,Potassium (K),302.0,[K+]
Chickory,Arginine,110.0,N[C@@H](CCCNC(N)=N)C(O)=O
Chickory,"C18:2, n-6",94.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Chickpea,GLUTAMIC-ACID,3587.5,N[C@@H](CCC(O)=O)C(O)=O
Chickpea,LINOLEIC-ACID,2762.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Chickpea,ASPARTIC-ACID,2418.0,N[C@@H](CC(O)=O)C(O)=O
Chickpea flour (besan),"Sugars, total",10850.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Chickpea flour (besan),"Potassium, K",846.0,[K+]
Chickpea flour (besan),"Phosphorus, P",318.0,P
Chickpeas (garbanzo beans,"Sugars, total",10700.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Chickpeas (garbanzo beans,Glutamic acid,3375.0,N[C@@H](CCC(O)=O)C(O)=O
Chicory,INULIN,34500.0,OCC1OC(CO)(OCC2(OC3OC(CO)C(O)C(O)C3O)OC(CO)C(O)C2O)C(O)C1O
Chicory,FRUCTOSE,13250.0,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
Chicory,POTASSIUM,1947.4,[K+]
Chicory [Green],Chicoric acid,41.475000381,OC(=O)C(OC(=O)\C=C/C1=CC(O)=C(O)C=C1)C(OC(=O)\C=C/C1=CC(O)=C(O)C=C1)C(O)=O
Chicory [Green],Gallic acid,25.840000153000002,OC(=O)C1=CC(O)=C(O)C(O)=C1
Chicory [Green],Caffeic acid,2.609999895,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
Chicory [Red],Chicoric acid,33.337999821,OC(=O)C(OC(=O)\C=C/C1=CC(O)=C(O)C=C1)C(OC(=O)\C=C/C1=CC(O)=C(O)C=C1)C(O)=O
Chicory [Red],Gallic acid,14.563333511,OC(=O)C1=CC(O)=C(O)C(O)=C1
Chicory [Red],Caffeic acid,1.9499999680000002,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
Chicory greens,"Vitamin A, IU",5717.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Chicory greens,"Sugars, total",700.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Chicory greens,"Potassium, K",420.0,[K+]
Chicory roots,"Sugars, total",8730.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Chicory roots,"Potassium, K",290.0,[K+]
Chicory roots,"Phosphorus, P",61.0,P
Chilchen (Red Berry Beverage) (Navajo),"Sugars, total",2600.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Chilchen (Red Berry Beverage) (Navajo),Sucrose,1150.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Chilchen (Red Berry Beverage) (Navajo),Fructose,740.0,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
Child formula,"Sugars, total",54000.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Child formula,8:0,13558.0,CCCCCCCC(O)=O
Child formula,Lactose,10500.0,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
Chili,Starch,3350.0,OCC1OC(O)C(O)C(O)C1O
Chili,Glutamic acid,1240.0,N[C@@H](CCC(O)=O)C(O)=O
Chili,Sucrose,810.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Chili con carne with beans,Starch,6900.0,OCC1OC(O)C(O)C(O)C1O
Chili con carne with beans,"Sugars, total",1870.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Chili con carne with beans,Sucrose,1030.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Chili with beans,Starch,4700.0,OCC1OC(O)C(O)C(O)C1O
Chili with beans,"Sugars, total",1190.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Chili with beans,Glutamic acid,877.0,N[C@@H](CCC(O)=O)C(O)=O
Chilli pepper [Green],Quercetin,9.933000088,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
Chilli pepper [Green],Luteolin,2.878799957,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1
Chilli pepper [Red],Quercetin,2.927250013,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
Chilli pepper [Red],Luteolin,1.894499972,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1
Chilli pepper [Yellow],Quercetin,32.590400695999996,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
Chilli pepper [Yellow],Luteolin,4.819400096,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1
Chinese Parsley,SUGARS,20000.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Chinese Parsley,OLEIC-ACID,10387.45,CCCCCCCC\C=C\CCCCCCCC(O)=O
Chinese Parsley,STARCH,10000.0,OCC1OC(O)C(O)C(O)C1O
Chinese Star Anise,EO,10000.0,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
Chinese Star Anise,TRANS-ANETHOLE,4237.5,COC1=CC=C(\C=C/C)C=C1
Chinese chives,Kaempferol,1.699999988,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
Chinese chives,Quercetin,0.200000003,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
Chinese cinnamon,Cinnamic acid,20.099999809,OC(=O)\C=C/C1=CC=CC=C1
Chiton,"Vitamin A, IU",1650.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Chiton,"Calcium, Ca",121.0,[Ca++]
Chiton,"Iron, Fe",16.0,[Fe]
Chives,"Vitamin A, IU",4353.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Chives,GLUTAMIC-ACID,3908.75,N[C@@H](CCC(O)=O)C(O)=O
Chives,"Vitamin A, RAE",3415.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Chocolate,"Carbohydrates, added sugar (sucrose)",55900.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Chocolate,"Sugars, total",55000.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Chocolate,Sucrose,46250.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Chocolate syrup,"Sugars, total",49650.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Chocolate syrup,Glutamic acid,592.0,N[C@@H](CCC(O)=O)C(O)=O
Chocolate-flavor beverage mix,Glutamic acid,628.0,N[C@@H](CCC(O)=O)C(O)=O
Chocolate-flavor beverage mix,Proline,322.0,OC(=O)[C@@H]1CCCN1
Chocolate-flavor beverage mix,Leucine,257.0,CC(C)CC(N)C(O)=O
Chocolate-flavor beverage mix for milk,"Sugars, total",83880.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Chocolate-flavor beverage mix for milk,"Potassium, K",591.0,[K+]
Chocolate-flavor beverage mix for milk,"Calcium, Ca",455.0,[Ca++]
Chocolate-flavored drink,"Sugars, total",8680.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Chocolate-flavored drink,"Vitamin A, IU",200.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Chocolate-flavored drink,"Calcium, Ca",100.0,[Ca++]
Chocolate-flavored hazelnut spread,"Sugars, total",54050.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Chocolate-flavored hazelnut spread,"Potassium, K",407.0,[K+]
Chocolate-flavored hazelnut spread,Theobromine,230.0,CN1C=NC2=C1C(=O)NC(=O)N2C
Chokecherries,"Sugars, total",14220.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Chokecherries,Glucose (dextrose),8850.0,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
Chorizo,Glutamic acid,3566.0,N[C@@H](CCC(O)=O)C(O)=O
Chorizo,Lysine,2414.0,NCCCC[C@H](N)C(O)=O
Chorizo,Isoleucine,2206.0,CCC(C)C(N)C(O)=O
Chrysanthemum,"Vitamin A, IU",2572.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Chrysanthemum,"Sugars, total",2010.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Chrysanthemum,"Potassium, K",569.0,[K+]
Chrysanthemum leaves,"Vitamin A, IU",1870.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Chrysanthemum leaves,"Potassium, K",567.0,[K+]
Chrysanthemum leaves,"Sodium, Na",118.0,[Na]
Cinnamon buns,"Sugars, total",25420.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Cinnamon buns,Starch,18730.0,OCC1OC(O)C(O)C(O)C1O
Cinnamon buns,Sucrose,17110.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Cinnamon stick,Starch (dextrins and glycogen),24400.0,OCC1OC(O)C(O)C(O)C1O
Cinnamon stick,Calcium (Ca),1002.0,[Ca++]
Cinnamon stick,Potassium (K),431.0,[K+]
Citrus fruit juice drink,"Sugars, total",28630.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Citrus fruit juice drink,"Potassium, K",393.0,[K+]
Clam and tomato juice,"Sugars, total",3310.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Clam and tomato juice,"Sodium, Na",362.0,[Na]
Clam and tomato juice,"Vitamin A, IU",149.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Clementines,"Sugars, total",9180.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Clementines,Sucrose,5960.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Clementines,Fructose,1640.0,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
Cloudberries,"Vitamin A, IU",210.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Cloudberries,"Vitamin C, total ascorbic acid",158.0,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
Cloudberries,"Phosphorus, P",35.0,P
Cloudberry,NITROGEN,1026.25,N#N
Cloudberry,POTASSIUM,668.75,[K+]
Cloudberry,PHOSPHORUS,141.0,P
Clove,EUGENOL,49700.0,COC1=C(O)C=CC(CC=C)=C1
Clove,BETA-CARYOPHYLLENE|CARYOPHYLLENE,25550.0,C\C1=C\CCC(=C)C2CC(C)(C)C2CC1
Clove,EO,18250.0,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
Cloves,Eugenol,12592.925048828001,COC1=C(O)C=CC(CC=C)=C1
Cloves,Acetyl eugenol,2075.100097656,COC1=C(OC(C)=O)C=CC(CC=C)=C1
Cloves,Gallic acid,458.19399986300004,OC(=O)C1=CC(O)=C(O)C(O)=C1
